iir_type,octave,filter_nb,coeff_type,coeff_index,binary_coeff,ansi_valid
butterworth,5,1,a,1,-11100000000110000011001001111110101011000110100110,False
butterworth,5,1,a,2,1000101101100110101111001010001101100001100100100100,False
butterworth,5,1,a,3,-1001001001101100001000000101011101000110010111011110,False
butterworth,5,1,a,4,1011101001010000010100110101010110101011110001100010,False
butterworth,5,1,a,5,-111011111100100101100111100001110110010000011101010,False
butterworth,5,1,a,6,101110110000011000000000110010010101010010101010110,False
butterworth,5,1,a,7,-1111010101110001101001011010011101101001110001111,False
butterworth,5,1,a,8,111001011001011010010101101011000101001011010111,False
butterworth,5,2,b,0,1110001111001111001001000001011101111001,False
butterworth,5,2,b,1,0,False
butterworth,5,2,b,2,-111000111100111100100100000101110111100101,False
butterworth,5,2,b,3,0,False
butterworth,5,2,b,4,1010101011011011010110110001000110011011000,False
butterworth,5,2,b,5,0,False
butterworth,5,2,b,6,-111000111100111100100100000101110111100101,False
butterworth,5,2,b,7,0,False
butterworth,5,2,b,8,1110001111001111001001000001011101111001,False
butterworth,5,2,a,0,100000000000000000000000000000000000000000000000000,False
butterworth,5,2,a,1,10111010111101110000101001000011110111110011110100,False
butterworth,5,2,a,2,1100110010101100100100111111001110010011111001111000,False
butterworth,5,2,a,3,110101111101100110001110011001010000000111101110011,False
butterworth,5,2,a,4,1111000110000001011010011100000100001011100100000001,False
butterworth,5,2,a,5,101001111100111110010100101111111110011100111100001,False
butterworth,5,2,a,6,111101111111001010110110111111011110100100100110110,False
butterworth,5,2,a,7,1010111010101011001011010011000011111010110101010,False
butterworth,5,2,a,8,1011100111011111100111001101101001011011011101100,False
butterworth,5,3,b,0,1000000100111011010101000101001000001011,False
butterworth,5,3,b,1,0,False
butterworth,5,3,b,2,-100000010011101101010100010100100000101101,False
butterworth,5,3,b,3,0,False
butterworth,5,3,b,4,110000011101100011111110011110110001000100,False
butterworth,5,3,b,5,0,False
butterworth,5,3,b,6,-100000010011101101010100010100100000101101,False
butterworth,5,3,b,7,0,False
butterworth,5,3,b,8,1000000100111011010101000101001000001011,False
butterworth,5,3,a,0,1000000000000000000000000000000000000000000000000,False
butterworth,5,3,a,1,11100011011110110101101100011000100011010110010101,False
butterworth,5,3,a,2,111100000111101001000110110001111100100100000110110,False
butterworth,5,3,a,3,1010010100100100000101100010100000011011100100000110,False
butterworth,5,3,a,4,1010011001001111110100010101110110110100110000110101,False
butterworth,5,3,a,5,111011111111001111110000010011101101000110001010111,False
butterworth,5,3,a,6,11111101100111101010011011101000100010000000001011,False
butterworth,5,3,a,7,1010110101111100011111110110111001111110010110000,False
butterworth,5,3,a,8,10001110000010101100001011111010010011101000101,False
chebyshev1,1,1,b,0,10001011000000011,True
chebyshev1,1,1,b,1,0,True
chebyshev1,1,1,b,2,-1000101100000001011,True
chebyshev1,1,1,b,3,0,True
chebyshev1,1,1,b,4,1101000010000010001,True
chebyshev1,1,1,b,5,0,True
chebyshev1,1,1,b,6,-1000101100000001011,True
chebyshev1,1,1,b,7,0,True
chebyshev1,1,1,b,8,10001011000000011,True
chebyshev1,1,1,a,0,1000000000000000000000000000000000000000000000,True
chebyshev1,1,1,a,1,-111111101000100111001011011000011010011011001101,True
chebyshev1,1,1,a,2,11011101101010110001110001000001010011101011000110,True
chebyshev1,1,1,a,3,-110111001101011010100111110010100000001101100100010,True
chebyshev1,1,1,a,4,1000100110100100100011001010110110010000110100010100,True
chebyshev1,1,1,a,5,-110110111101011000010110100111101001110000111010100,True
chebyshev1,1,1,a,6,11011011101010010011011111010110000001001010000111,True
chebyshev1,1,1,a,7,-111110110001011010101010000100010110100101001011,True
chebyshev1,1,1,a,8,111110110110001001101100000101101010100110111,True
chebyshev1,1,2,b,0,101011101011100111,True
chebyshev1,1,2,b,1,0,True
chebyshev1,1,2,b,2,-10101110101110011011,True
chebyshev1,1,2,b,3,0,True
chebyshev1,1,2,b,4,100000110000101101001,True
chebyshev1,1,2,b,5,0,True
chebyshev1,1,2,b,6,-10101110101110011011,True
chebyshev1,1,2,b,7,0,True
chebyshev1,1,2,b,8,101011101011100111,True
chebyshev1,1,2,a,0,1000000000000000000000000000000000000000000000,True
chebyshev1,1,2,a,1,-111111011101111100100001000000100111011110101111,True
chebyshev1,1,2,a,2,11011100101000110100001100000100100000001101101010,True
chebyshev1,1,2,a,3,-110110110111110111010110110110000001111110001100110,True
chebyshev1,1,2,a,4,1000100010101110110101110110101010011101010110001010,True
chebyshev1,1,2,a,5,-110110100011110010111110100001011010011100100000000,True
chebyshev1,1,2,a,6,11011010000111111001000011001101110111011100000101,True
chebyshev1,1,2,a,7,-111110011000101101010011111110000111111011110000,True
chebyshev1,1,2,a,8,111110100011001011001111111010000101000010100,True
chebyshev1,1,3,b,0,1101101101111101111,True
chebyshev1,1,3,b,1,0,True
chebyshev1,1,3,b,2,-110110110111110111100,True
chebyshev1,1,3,b,3,0,True
chebyshev1,1,3,b,4,1010010010011110011010,True
chebyshev1,1,3,b,5,0,True
chebyshev1,1,3,b,6,-110110110111110111100,True
chebyshev1,1,3,b,7,0,True
chebyshev1,1,3,b,8,1101101101111101111,True
chebyshev1,1,3,a,0,1000000000000000000000000000000000000000000000,True
chebyshev1,1,3,a,1,-111111001101110101001011111111111011111110100011,True
chebyshev1,1,3,a,2,11011011000110000101011110000111111001011001011100,True
chebyshev1,1,3,a,3,-110110010111111011100100101001001101000010011010101,True
chebyshev1,1,3,a,4,1000011101000111000000101100010000110101010001111010,True
chebyshev1,1,3,a,5,-110101111110111001001111110001001100111110000011010,True
chebyshev1,1,3,a,6,11010111111101000011001000110101111010111011100100,True
chebyshev1,1,3,a,7,-111101110111001000101110010001011110110010010111,True
chebyshev1,1,3,a,8,111110001011011001010100001010110111100111110,True
chebyshev1,2,1,b,0,100010011100001001100,True
chebyshev1,2,1,b,1,0,True
chebyshev1,2,1,b,2,-10001001110000100110000,True
chebyshev1,2,1,b,3,0,True
chebyshev1,2,1,b,4,11001110101000111001000,True
chebyshev1,2,1,b,5,0,True
chebyshev1,2,1,b,6,-10001001110000100110000,True
chebyshev1,2,1,b,7,0,True
chebyshev1,2,1,b,8,100010011100001001100,True
chebyshev1,2,1,a,0,1000000000000000000000000000000000000000000000,True
chebyshev1,2,1,a,1,-111110110101010011100010010000101100011100011110,True
chebyshev1,2,1,a,2,11011000110001010110001010101100011101010010101110,True
chebyshev1,2,1,a,3,-110101101000010011110011010110010001110101001010010,True
chebyshev1,2,1,a,4,1000010100110100010111101110100110110000101010110010,True
chebyshev1,2,1,a,5,-110101001001001110011101010101100010110011000011110,True
chebyshev1,2,1,a,6,11010100110111001101010111001001100101101010100110,True
chebyshev1,2,1,a,7,-111101001001000010101101000110000100000111010001,True
chebyshev1,2,1,a,8,111101101101101000101100000000001101010101110,True
chebyshev1,2,2,b,0,1010110011000010011001,True
chebyshev1,2,2,b,1,0,True
chebyshev1,2,2,b,2,-101011001100001001100101,True
chebyshev1,2,2,b,3,0,True
chebyshev1,2,2,b,4,1000000110010001110010111,True
chebyshev1,2,2,b,5,0,True
chebyshev1,2,2,b,6,-101011001100001001100101,True
chebyshev1,2,2,b,7,0,True
chebyshev1,2,2,b,8,1010110011000010011001,True
chebyshev1,2,2,a,0,1000000000000000000000000000000000000000000000,True
chebyshev1,2,2,a,1,-111110001111110000011100101110110100100110011100,True
chebyshev1,2,2,a,2,11010101010000010111100101011000001100010101111100,True
chebyshev1,2,2,a,3,-110100100001000011111000010100101010010111100011100,True
chebyshev1,2,2,a,4,1000001000100010111010010111111110111001101111011000,True
chebyshev1,2,2,a,5,-110011111010110000010101000011100001010001101010111,True
chebyshev1,2,2,a,6,11010000011011000011001011110111101110101000011111,True
chebyshev1,2,2,a,7,-111100001001000110100101000000101110000111100100,True
chebyshev1,2,2,a,8,111101001000011101010100011101000011000111110,True
chebyshev1,2,3,b,0,110110000110010100001111,True
chebyshev1,2,3,b,1,0,True
chebyshev1,2,3,b,2,-11011000011001010000111010,True
chebyshev1,2,3,b,3,0,True
chebyshev1,2,3,b,4,101000100100101111001010111,True
chebyshev1,2,3,b,5,0,True
chebyshev1,2,3,b,6,-11011000011001010000111010,True
chebyshev1,2,3,b,7,0,True
chebyshev1,2,3,b,8,110110000110010100001111,True
chebyshev1,2,3,a,0,10000000000000000000000000000000000000000000000,True
chebyshev1,2,3,a,1,-1111010101100000011010111001010101010110110110110,True
chebyshev1,2,3,a,2,110011111110111100111000010101110000010111001110011,True
chebyshev1,2,3,a,3,-1100101101101000110101010010111101011111011010101110,True
chebyshev1,2,3,a,4,1111101100110010001111111001010111111101110011100001,True
chebyshev1,2,3,a,5,-1100100001111110001100100011011011101101100110011000,True
chebyshev1,2,3,a,6,110010100000001110110101101100100010000110101101010,True
chebyshev1,2,3,a,7,-1110101011111001000111011011111100100010001001110,True
chebyshev1,2,3,a,8,1111000110100001110111010011110101001011111110,True
chebyshev1,3,1,b,0,10000111010100110011110000,True
chebyshev1,3,1,b,1,0,True
chebyshev1,3,1,b,2,-1000011101010011001111000001,True
chebyshev1,3,1,b,3,0,True
chebyshev1,3,1,b,4,1100101011111100110110100010,True
chebyshev1,3,1,b,5,0,True
chebyshev1,3,1,b,6,-1000011101010011001111000001,True
chebyshev1,3,1,b,7,0,True
chebyshev1,3,1,b,8,10000111010100110011110000,True
chebyshev1,3,1,a,0,10000000000000000000000000000000000000000000000,True
chebyshev1,3,1,a,1,-1110111111010000110001111110001001110010001001011,True
chebyshev1,3,1,a,2,110001111110100001110011010010110011000101001100000,True
chebyshev1,3,1,a,3,-1100000110000110001101100110001111001110110010000100,True
chebyshev1,3,1,a,4,1110110111011101101000001100010111010110100111001000,True
chebyshev1,3,1,a,5,-1011111000001000110110100011000111010010010111101010,True
chebyshev1,3,1,a,6,110000001100001101111111011111001010010100111010110,True
chebyshev1,3,1,a,7,-1110001100010011011110100010100010111100000000010,True
chebyshev1,3,1,a,8,1110111000001000001101100101110110101011011100,True
chebyshev1,3,2,b,0,101010001111000101001110010,True
chebyshev1,3,2,b,1,0,True
chebyshev1,3,2,b,2,-10101000111100010100111001001,True
chebyshev1,3,2,b,3,0,True
chebyshev1,3,2,b,4,11111101011010011111010101101,True
chebyshev1,3,2,b,5,0,True
chebyshev1,3,2,b,6,-10101000111100010100111001001,True
chebyshev1,3,2,b,7,0,True
chebyshev1,3,2,b,8,101010001111000101001110010,True
chebyshev1,3,2,a,0,10000000000000000000000000000000000000000000000,True
chebyshev1,3,2,a,1,-1110011100111110000111001011100111010111101110100,True
chebyshev1,3,2,a,2,101110111110101110100011000101110000010001111010110,True
chebyshev1,3,2,a,3,-1011001100010000100111000000001111111011001011001100,True
chebyshev1,3,2,a,4,1101101010011010110011101001010010101100011011111110,True
chebyshev1,3,2,a,5,-1010111100000001100001011101110011100001000010001100,True
chebyshev1,3,2,a,6,101100110111111110000010001001011000000101000111000,True
chebyshev1,3,2,a,7,-1101011111011111100111011111100011011000111111110,True
chebyshev1,3,2,a,8,1110100110010010100111100110101000011100110010,True
chebyshev1,3,3,b,0,1101001001101101111000000111,True
chebyshev1,3,3,b,1,0,True
chebyshev1,3,3,b,2,-110100100110110111100000011011,True
chebyshev1,3,3,b,3,0,True
chebyshev1,3,3,b,4,1001110111010010011010000101001,True
chebyshev1,3,3,b,5,0,True
chebyshev1,3,3,b,6,-110100100110110111100000011011,True
chebyshev1,3,3,b,7,0,True
chebyshev1,3,3,b,8,1101001001101101111000000111,True
chebyshev1,3,3,a,0,10000000000000000000000000000000000000000000000,True
chebyshev1,3,3,a,1,-1101101000001111110010111011010101110010101000000,True
chebyshev1,3,3,a,2,101010100101110101100101101000110110110001001100011,True
chebyshev1,3,3,a,3,-1001111001111111010010111110000100100111111010101110,True
chebyshev1,3,3,a,4,1011111110011011011000110011110001111100001001101010,True
chebyshev1,3,3,a,5,-1001100111111011110110001001001100110100011101100000,True
chebyshev1,3,3,a,6,101000001100110011110101011010110000110100000000001,True
chebyshev1,3,3,a,7,-1100011111110110000010101100111110001000111000001,True
chebyshev1,3,3,a,8,1110010000010010111000000001011101111110010010,True
chebyshev1,4,1,b,0,100000101010111010001100111011,True
chebyshev1,4,1,b,1,0,True
chebyshev1,4,1,b,2,-10000010101011101000110011101010,True
chebyshev1,4,1,b,3,0,True
chebyshev1,4,1,b,4,11000100000001011101001101011111,True
chebyshev1,4,1,b,5,0,True
chebyshev1,4,1,b,6,-10000010101011101000110011101010,True
chebyshev1,4,1,b,7,0,True
chebyshev1,4,1,b,8,100000101010111010001100111011,True
chebyshev1,4,1,a,0,10000000000000000000000000000000000000000000000,True
chebyshev1,4,1,a,1,-1100010111101110010101101011110101101101000110001,True
chebyshev1,4,1,a,2,100100011000110110101001101111101011000000000001110,True
chebyshev1,4,1,a,3,-1000001010011100001110001010011110110011011001100100,True
chebyshev1,4,1,a,4,1001101110110000010111110110101101001110100110110111,True
chebyshev1,4,1,a,5,-111110111110001000001000100101001010011100000111100,True
chebyshev1,4,1,a,6,100001110101010101110011101101000111111101010011010,True
chebyshev1,4,1,a,7,-1011000101110101001000000100010101101001011010110,True
chebyshev1,4,1,a,8,1101110101010100101010000111000010001111101011,True
chebyshev1,4,2,b,0,10100001110000000100001011110011,True
chebyshev1,4,2,b,1,0,True
chebyshev1,4,2,b,2,-1010000111000000010000101111001101,True
chebyshev1,4,2,b,3,0,True
chebyshev1,4,2,b,4,1111001010100000011001000110110011,True
chebyshev1,4,2,b,5,0,True
chebyshev1,4,2,b,6,-1010000111000000010000101111001101,True
chebyshev1,4,2,b,7,0,True
chebyshev1,4,2,b,8,10100001110000000100001011110011,True
chebyshev1,4,2,a,0,100000000000000000000000000000000000000000000000,True
chebyshev1,4,2,a,1,-10100111100100110011011001111010110100111011110100,True
chebyshev1,4,2,a,2,111000010101000010101011101100111000011101001011011,True
chebyshev1,4,2,a,3,-1011111101100010101001101011001011111111011100010100,True
chebyshev1,4,2,a,4,1101111111010000110011111000111111010001100001001000,True
chebyshev1,4,2,a,5,-1011011011001110110110100100010000101011000001101100,True
chebyshev1,4,2,a,6,110011011001001000010111011111111111111000100001111,True
chebyshev1,4,2,a,7,-10010010000010001111101101001101000100000010000011,True
chebyshev1,4,2,a,8,11010101000111101110001010111111101000000011010,True
chebyshev1,4,3,b,0,110001110101110010110011100111111,True
chebyshev1,4,3,b,1,0,True
chebyshev1,4,3,b,2,-11000111010111001011001110011111101,True
chebyshev1,4,3,b,3,0,True
chebyshev1,4,3,b,4,100101011000010110000110101101111100,True
chebyshev1,4,3,b,5,0,True
chebyshev1,4,3,b,6,-11000111010111001011001110011111101,True
chebyshev1,4,3,b,7,0,True
chebyshev1,4,3,b,8,110001110101110010110011100111111,True
chebyshev1,4,3,a,0,100000000000000000000000000000000000000000000000,True
chebyshev1,4,3,a,1,-1111010110011110001111110010001000010101001111101,True
chebyshev1,4,3,a,2,100101000000010000100110001011010001010101110101110,True
chebyshev1,4,3,a,3,-111001001110111010001100101100111010000010100000111,True
chebyshev1,4,3,a,4,1000001111100100010011100111010011000111101100101000,True
chebyshev1,4,3,a,5,-110110000001011111011111100001011010010010100101000,True
