iir_type,octave,filter_nb,coeff_type,coeff_index,binary_coeff,ansi_valid
chebyshev1,4,3,a,6,100000111110000100000111111100111111110000000100110,True
chebyshev1,4,3,a,7,-1100111010000101001011111100000001000001101111010,True
chebyshev1,4,3,a,8,11001011001101101011000110101011111011001001101,True
chebyshev1,5,1,b,0,111101000111100001100110011010000011,True
chebyshev1,5,1,b,1,0,True
chebyshev1,5,1,b,2,-11110100011110000110011001101000001011,True
chebyshev1,5,1,b,3,0,True
chebyshev1,5,1,b,4,101101110101101001001100110011100010000,True
chebyshev1,5,1,b,5,0,True
chebyshev1,5,1,b,6,-11110100011110000110011001101000001011,True
chebyshev1,5,1,b,7,0,True
chebyshev1,5,1,b,8,111101000111100001100110011010000011,True
chebyshev1,5,1,a,0,10000000000000000000000000000000000000000000000000,True
chebyshev1,5,1,a,1,-11101101000110001010000110001000011100000101001110,True
chebyshev1,5,1,a,2,1001110100111000100100011101011111010100111111010010,True
chebyshev1,5,1,a,3,-1010111101001011110011111111111101011111011010101111,True
chebyshev1,5,1,a,4,1110111000000110110101100010011001001101001100010001,True
chebyshev1,5,1,a,5,-1010001100001001000101000001101110001011101110110000,True
chebyshev1,5,1,a,6,1000100000001000110001000110100000011110010110000110,True
chebyshev1,5,1,a,7,-10111110100011101011001010010001101011000011110001,True
chebyshev1,5,1,a,8,1011111101100100110001011010011101111010010101111,True
chebyshev1,5,2,b,0,10010100111111010101101000111111110100,True
chebyshev1,5,2,b,1,0,True
chebyshev1,5,2,b,2,-1001010011111101010110100011111111010001,True
chebyshev1,5,2,b,3,0,True
chebyshev1,5,2,b,4,1101111101111100000001110101111110111010,True
chebyshev1,5,2,b,5,0,True
chebyshev1,5,2,b,6,-1001010011111101010110100011111111010001,True
chebyshev1,5,2,b,7,0,True
chebyshev1,5,2,b,8,10010100111111010101101000111111110100,True
chebyshev1,5,2,a,0,10000000000000000000000000000000000000000000000000,True
chebyshev1,5,2,a,1,1100100001001100101001011111010111010111010101011,True
chebyshev1,5,2,a,2,111011101000100100001100001101100100000100001010110,True
chebyshev1,5,2,a,3,100001110010011101100001011010111011101001011011100,True
chebyshev1,5,2,a,4,1010010010010001101101000010110111101010000001000001,True
chebyshev1,5,2,a,5,11110110110010100110011010010000100011100100010111,True
chebyshev1,5,2,a,6,110001110000101111000110000110110101010100000101100,True
chebyshev1,5,2,a,7,1001100000010011000010011000011011000100000111000,True
chebyshev1,5,2,a,8,1011000101111101111000100000000000110110010011100,True
chebyshev1,5,3,b,0,10110100010101010101001000011010100010,True
chebyshev1,5,3,b,1,0,True
chebyshev1,5,3,b,2,-1011010001010101010100100001101010001000,True
chebyshev1,5,3,b,3,0,True
chebyshev1,5,3,b,4,10000111001111111111110110010011111001101,True
chebyshev1,5,3,b,5,0,True
chebyshev1,5,3,b,6,-1011010001010101010100100001101010001000,True
chebyshev1,5,3,b,7,0,True
chebyshev1,5,3,b,8,10110100010101010101001000011010100010,True
chebyshev1,5,3,a,0,1000000000000000000000000000000000000000000000000,True
chebyshev1,5,3,a,1,11110111010001111010110100011101011101011001110000,True
chebyshev1,5,3,a,2,1000111110111000011110010011111101010001001010101010,True
chebyshev1,5,3,a,3,1101100101001010111010101000110100000011010100000101,True
chebyshev1,5,3,a,4,1111001000001101110000110010100100001011101011000000,True
chebyshev1,5,3,a,5,1100000110101010001111001011111111000110010101100010,True
chebyshev1,5,3,a,6,111001000100011100111101100111101111000111110001100,True
chebyshev1,5,3,a,7,10101110101110011011001101101011010001011111000110,True
chebyshev1,5,3,a,8,101000010110111100110001010000100100111101111101,True
chebyshev2,1,1,b,0,100000100011001110001001011100111100,False
chebyshev2,1,1,b,1,-100000011011011000101010010111110000100,False
chebyshev2,1,1,b,2,1110001001100010101111001011010001011000,False
chebyshev2,1,1,b,3,-11100010000001010101111001101101111010001,False
chebyshev2,1,1,b,4,100011010010111111101110010111111111001011,False
chebyshev2,1,1,b,5,-11100010000001010101111001101101111010001,False
chebyshev2,1,1,b,6,1110001001100010101111001011010001011000,False
chebyshev2,1,1,b,7,-100000011011011000101010010111110000100,False
chebyshev2,1,1,b,8,100000100011001110001001011100111100,False
chebyshev2,1,1,a,0,1000000000000000000000000000000000000000000000,False
chebyshev2,1,1,a,1,-111111101010100010010001010010100101001001001011,False
chebyshev2,1,1,a,2,11011101110111111111100001110111100011101111001101,False
chebyshev2,1,1,a,3,-110111010010010010001011000010000100100001100111000,False
chebyshev2,1,1,a,4,1000100111100100010110110001000001111111000010000100,False
chebyshev2,1,1,a,5,-110111000101001110100001101100001111000111010100100,False
chebyshev2,1,1,a,6,11011100001111011000100110110000000011110111010010,False
chebyshev2,1,1,a,7,-111110111101100110000001111001000110001011100100,False
chebyshev2,1,1,a,8,111111000011110111111010100110011111111110111,False
chebyshev2,1,2,b,0,100000100000000111000111101011000111,False
chebyshev2,1,2,b,1,-100000010011101100101001101010110101100,False
chebyshev2,1,2,b,2,1110000100110000111011010100000000101101,False
chebyshev2,1,2,b,3,-11100000100111011001111100011010101111010,False
chebyshev2,1,2,b,4,100011000100001111100100101010001000111101,False
chebyshev2,1,2,b,5,-11100000100111011001111100011010101111010,False
chebyshev2,1,2,b,6,1110000100110000111011010100000000101101,False
chebyshev2,1,2,b,7,-100000010011101100101001101010110101100,False
chebyshev2,1,2,b,8,100000100000000111000111101011000111,False
chebyshev2,1,2,a,0,1000000000000000000000000000000000000000000000,False
chebyshev2,1,2,a,1,-111111100000011011001001000111101111000100001001,False
chebyshev2,1,2,a,2,11011100111001110000011101001011001101100010000000,False
chebyshev2,1,2,a,3,-110110111110000100110111111110010110011001010011000,False
chebyshev2,1,2,a,4,1000100011111111111001111011110001100010001011000010,False
chebyshev2,1,2,a,5,-110110101101101110100001100001010101111010010010110,False
chebyshev2,1,2,a,6,11011010110110101010010000100000111000100000100100,False
chebyshev2,1,2,a,7,-111110101000000001011011101100100000010010110101,False
chebyshev2,1,2,a,8,111110110100011000111010101111100101111000101,False
chebyshev2,1,3,b,0,100000011100011111010111010010100110,False
chebyshev2,1,3,b,1,-100000001000110101011011011010010111011,False
chebyshev2,1,3,b,2,1101111101110010011100101010110101011001,False
chebyshev2,1,3,b,3,-11011110100010101011110101101111001110011,False
chebyshev2,1,3,b,4,100010101110011010011100001110111000000100,False
chebyshev2,1,3,b,5,-11011110100010101011110101101111001110011,False
chebyshev2,1,3,b,6,1101111101110010011100101010110101011001,False
chebyshev2,1,3,b,7,-100000001000110101011011011010010111011,False
chebyshev2,1,3,b,8,100000011100011111010111010010100110,False
chebyshev2,1,3,a,0,1000000000000000000000000000000000000000000000,False
chebyshev2,1,3,a,1,-111111010001000010011111000010000010010110010000,False
chebyshev2,1,3,a,2,11011011011011110111001111101100101000001011110000,False
chebyshev2,1,3,a,3,-110110011111110111011110011010101111110000000000100,False
chebyshev2,1,3,a,4,1000011110101110000010001001010001001001100111100010,False
chebyshev2,1,3,a,5,-110110001011011101001110101101110111101010000011000,False
chebyshev2,1,3,a,6,11011000110111111110110110110111000110010111100011,False
chebyshev2,1,3,a,7,-111110001010010111110100111000100000000011000100,False
chebyshev2,1,3,a,8,111110100000111101101010101111101010110100011,False
chebyshev2,2,1,b,0,100000011000011001010101010111001101,False
chebyshev2,2,1,b,1,-11111111001010010111101010101010010100,False
chebyshev2,2,1,b,2,1101110011100000110010001010100100000100,False
chebyshev2,2,1,b,3,-11011011011101011111101010010011100000101,False
chebyshev2,2,1,b,4,100010001101111010010010111110111100001110,False
chebyshev2,2,1,b,5,-11011011011101011111101010010011100000101,False
chebyshev2,2,1,b,6,1101110011100000110010001010100100000100,False
chebyshev2,2,1,b,7,-11111111001010010111101010101010010100,False
chebyshev2,2,1,b,8,100000011000011001010101010111001101,False
chebyshev2,2,1,a,0,1000000000000000000000000000000000000000000000,False
chebyshev2,2,1,a,1,-111110111001011110011100101001110101011010010110,False
chebyshev2,2,1,a,2,11011001001101011010000011111001111101110011010011,False
chebyshev2,2,1,a,3,-110101110010011101001010011000011000001011100000000,False
chebyshev2,2,1,a,4,1000010110110111001101110110001010000100100100100000,False
chebyshev2,2,1,a,5,-110101011001000101111111010010110010000100110110111,False
chebyshev2,2,1,a,6,11010110000001010100111000101001000101111001010000,False
chebyshev2,2,1,a,7,-111101100001001010000100110010010000100100011000,False
chebyshev2,2,1,a,8,111110001000100111101010000000000101111101100,False
chebyshev2,2,2,b,0,100000010011111110010111111010000010,False
chebyshev2,2,2,b,1,-11111100010110011111100111110010100100,False
chebyshev2,2,2,b,2,1101100100010001101110101011000110111110,False
chebyshev2,2,2,b,3,-11010110110111011010101100100100011101001,False
chebyshev2,2,2,b,4,100001011101011000010000101111100100010111,False
chebyshev2,2,2,b,5,-11010110110111011010101100100100011101001,False
chebyshev2,2,2,b,6,1101100100010001101110101011000110111110,False
chebyshev2,2,2,b,7,-11111100010110011111100111110010100100,False
chebyshev2,2,2,b,8,100000010011111110010111111010000010,False
chebyshev2,2,2,a,0,1000000000000000000000000000000000000000000000,False
chebyshev2,2,2,a,1,-111110010101001101000001001100111111000000110101,False
chebyshev2,2,2,a,2,11010101110100100100111010100110110001011100010100,False
chebyshev2,2,2,a,3,-110100101110000001010111011111011100001111111111001,False
chebyshev2,2,2,a,4,1000001011001000101011101111111011011010110001110000,False
chebyshev2,2,2,a,5,-110100001110101110101110111111001110101110001011110,False
chebyshev2,2,2,a,6,11010001110111111011011100000000100001000010011000,False
chebyshev2,2,2,a,7,-111100100111001111011001001111011111000100111000,False
chebyshev2,2,2,a,8,111101101010001001110110010110010001010110111,False
chebyshev2,2,3,b,0,1000000011111001000000010001100101100,False
chebyshev2,2,3,b,1,-111110000011110111111110011110000110110,False
chebyshev2,2,3,b,2,11010011011001110101110000101010101001001,False
chebyshev2,2,3,b,3,-110100000000010000001010100000010101000010,False
chebyshev2,2,3,b,4,1000000101010000010101110000011100001000001,False
chebyshev2,2,3,b,5,-110100000000010000001010100000010101000010,False
chebyshev2,2,3,b,6,11010011011001110101110000101010101001001,False
chebyshev2,2,3,b,7,-111110000011110111111110011110000110110,False
chebyshev2,2,3,b,8,1000000011111001000000010001100101100,False
chebyshev2,2,3,a,0,10000000000000000000000000000000000000000000000,False
chebyshev2,2,3,a,1,-1111010111010010101001000011011110110011101010011,False
chebyshev2,2,3,a,2,110100001010100111111101001001001000111101011001011,False
chebyshev2,2,3,a,3,-1100110001110000101111001101111001011011000001100100,False
chebyshev2,2,3,a,4,1111110011010011111000101100010110100011010011010011,False
chebyshev2,2,3,a,5,-1100101000001101110111101110000010111110111110010000,False
chebyshev2,2,3,a,6,110010111101001001001010111100101111010111010001011,False
chebyshev2,2,3,a,7,-1110110101010000101101101111011100111001001011101,False
chebyshev2,2,3,a,8,1111010001000001011101101100100110110010011110,False
chebyshev2,3,1,b,0,1000000010111101001001100100001101101,False
chebyshev2,3,1,b,1,-111100100010111001000101110010100011111,False
chebyshev2,3,1,b,2,11001010111111000111011011111111011110101,False
chebyshev2,3,1,b,3,-110001011101110111001000100101010100000110,False
chebyshev2,3,1,b,4,111101010011111011111100100000011100101110,False
chebyshev2,3,1,b,5,-110001011101110111001000100101010100000110,False
chebyshev2,3,1,b,6,11001010111111000111011011111111011110101,False
chebyshev2,3,1,b,7,-111100100010111001000101110010100011111,False
chebyshev2,3,1,b,8,1000000010111101001001100100001101101,False
chebyshev2,3,1,a,0,10000000000000000000000000000000000000000000000,False
chebyshev2,3,1,a,1,-1111000001100110101111110000101001110000100000101,False
chebyshev2,3,1,a,2,110010001101100000110100101100010110000110101011101,False
chebyshev2,3,1,a,3,-1100001011010011000110110001100100100011101100010110,False
chebyshev2,3,1,a,4,1110111111100101110001111111111100001100011001001111,False
chebyshev2,3,1,a,5,-1011111111110110101001011111111100001010110111100000,False
chebyshev2,3,1,a,6,110000101111110100011110001000011010110000000111100,False
chebyshev2,3,1,a,7,-1110010111110110111101101001111100111010100000000,False
chebyshev2,3,1,a,8,1111000101001010001101100110001000010010100100,False
chebyshev2,3,2,b,0,1000000010011111010001010010001000101,False
chebyshev2,3,2,b,1,-111010010010110110110010010011001000101,False
chebyshev2,3,2,b,2,10111110100100101101110111000100010110101,False
chebyshev2,3,2,b,3,-101101110000101111001101010111100000111110,False
chebyshev2,3,2,b,4,111000011100011100001111000101100001101101,False
chebyshev2,3,2,b,5,-101101110000101111001101010111100000111110,False
chebyshev2,3,2,b,6,10111110100100101101110111000100010110101,False
chebyshev2,3,2,b,7,-111010010010110110110010010011001000101,False
chebyshev2,3,2,b,8,1000000010011111010001010010001000101,False
chebyshev2,3,2,a,0,10000000000000000000000000000000000000000000000,False
chebyshev2,3,2,a,1,-1110100000000010100001100001111101011001110011111,False
chebyshev2,3,2,a,2,101111010001101111011110011011111111010110111110001,False
chebyshev2,3,2,a,3,-1011010010101101001100001101010101000111100100001100,False
chebyshev2,3,2,a,4,1101110100010101010011000000000110110101101100100010,False
chebyshev2,3,2,a,5,-1011000101010110110001010101000111011011001111011000,False
chebyshev2,3,2,a,6,101101100010111111001100100010011010000010101010110,False
chebyshev2,3,2,a,7,-1101101101100011011100011100001010111110100100000,False
chebyshev2,3,2,a,8,1110110110011010000110011100001011110001110000,False
chebyshev2,3,3,b,0,1000000011000000110010001001100001100,False
chebyshev2,3,3,b,1,-110110111011111111110100110010010010011,False
chebyshev2,3,3,b,2,10101100100101010100011111001010100111100,False
chebyshev2,3,3,b,3,-101000011111110100111111000001110010001100,False
chebyshev2,3,3,b,4,110001100100111001010101100100101110101011,False
chebyshev2,3,3,b,5,-101000011111110100111111000001110010001100,False
chebyshev2,3,3,b,6,10101100100101010100011111001010100111100,False
chebyshev2,3,3,b,7,-110110111011111111110100110010010010011,False
chebyshev2,3,3,b,8,1000000011000000110010001001100001100,False
chebyshev2,3,3,a,0,10000000000000000000000000000000000000000000000,False
chebyshev2,3,3,a,1,-1101101100001110010111110001011010110110011110111,False
chebyshev2,3,3,a,2,101010111101011001010111110000100111100011100100001,False
chebyshev2,3,3,a,3,-1010000001101110010010111011101000011001110110111101,False
chebyshev2,3,3,a,4,1100001010000101100001101000010001011100011010100010,False
chebyshev2,3,3,a,5,-1001110010110100010011110100001110100111000000011100,False
chebyshev2,3,3,a,6,101000111111001001110011111111100101111111010000011,False
chebyshev2,3,3,a,7,-1100110000100100101010111110001110100011001000101,False
chebyshev2,3,3,a,8,1110100100000111111000011011011011101101101111,False
chebyshev2,4,1,b,0,1000000101011010000100111001010111110,False
chebyshev2,4,1,b,1,-110001111011000101100011110010001010010,False
chebyshev2,4,1,b,2,10010011010110100110111011001000110001101,False
chebyshev2,4,1,b,3,-100001010111001111001001010111101110111010,False
chebyshev2,4,1,b,4,101000011000001010111101110101011000001110,False
chebyshev2,4,1,b,5,-100001010111001111001001010111101110111010,False
chebyshev2,4,1,b,6,10010011010110100110111011001000110001101,False
chebyshev2,4,1,b,7,-110001111011000101100011110010001010010,False
chebyshev2,4,1,b,8,1000000101011010000100111001010111110,False
chebyshev2,4,1,a,0,10000000000000000000000000000000000000000000000,False
chebyshev2,4,1,a,1,-1100011100101111111011011111110100111101101011010,False
chebyshev2,4,1,a,2,100100110100110000100011110101000100011110001010100,False
chebyshev2,4,1,a,3,-1000010011001100110111010110001000111010100011011100,False
chebyshev2,4,1,a,4,1001111011101000010011111010110100100110000111010100,False
chebyshev2,4,1,a,5,-1000000011101100010001000000011110011100011101100010,False
chebyshev2,4,1,a,6,100010101101001001011110000110101001100010100100101,False
chebyshev2,4,1,a,7,-1011011000111110101010000000001100111011010110100,False
chebyshev2,4,1,a,8,1110001101100011000110000000000100110111000100,False
chebyshev2,4,2,b,0,10000010110010001001100000101001110011,False
chebyshev2,4,2,b,1,-1010100111010010111001101110000001001110,False
chebyshev2,4,2,b,2,11100100000110111110010000101101111000010,False
chebyshev2,4,2,b,3,-110000110110110010010001001100010110111111,False
chebyshev2,4,2,b,4,111010001011000110001101111101000001111001,False
chebyshev2,4,2,b,5,-110000110110110010010001001100010110111111,False
chebyshev2,4,2,b,6,11100100000110111110010000101101111000010,False
chebyshev2,4,2,b,7,-1010100111010010111001101110000001001110,False
chebyshev2,4,2,b,8,10000010110010001001100000101001110011,False
chebyshev2,4,2,a,0,100000000000000000000000000000000000000000000000,False
chebyshev2,4,2,a,1,-10101001000100110000001000101110110101100000010001,False
chebyshev2,4,2,a,2,111001010001111111110011101110111110000001011111010,False
chebyshev2,4,2,a,3,-1100001111011110110110101011011101000000101101110001,False
chebyshev2,4,2,a,4,1110011000110100010110010010101111001101101100010000,False
chebyshev2,4,2,a,5,-1011110010101111011001101100100001000000100011110011,False
chebyshev2,4,2,a,6,110101001001111101011000111110110000011011111010001,False
chebyshev2,4,2,a,7,-10010111001001000001000100010011011101100010111000,False
chebyshev2,4,2,a,8,11011100011100111101000000100001011111001010001,False
chebyshev2,4,3,b,0,10000101101001011100110101100001011000,False
chebyshev2,4,3,b,1,-111110110111110010110110100110101011100,False
chebyshev2,4,3,b,2,10010101111000000000101000111001111100000,False
chebyshev2,4,3,b,3,-11101001010010110001000000100110111110110,False
chebyshev2,4,3,b,4,100010010010111100000000110111110100101110,False
chebyshev2,4,3,b,5,-11101001010010110001000000100110111110110,False
chebyshev2,4,3,b,6,10010101111000000000101000111001111100000,False
chebyshev2,4,3,b,7,-111110110111110010110110100110101011100,False
chebyshev2,4,3,b,8,10000101101001011100110101100001011000,False
chebyshev2,4,3,a,0,100000000000000000000000000000000000000000000000,False
chebyshev2,4,3,a,1,-1111100011000001011010001010110110101110101011101,False
chebyshev2,4,3,a,2,100101111010010001110110111010011110000100110001010,False
chebyshev2,4,3,a,3,-111011001001011010010100111010111000011100111010101,False
chebyshev2,4,3,a,4,1000100100110100010000100110000100100110100100010101,False
chebyshev2,4,3,a,5,-111000011011000000011100111110011111001010001100010,False
chebyshev2,4,3,a,6,100010011111110110110001100000100011111101000000010,False
chebyshev2,4,3,a,7,-1101011111101101110100101001001100100000011100100,False
chebyshev2,4,3,a,8,11010011111110101111001000110010000001101011011,False
chebyshev2,5,1,b,0,1000101011101101110101000111110011111010,False
chebyshev2,5,1,b,1,-1111011110101011111110111100101000111010,False
chebyshev2,5,1,b,2,100111100101110011000100101100000010010010,False
chebyshev2,5,1,b,3,-101100011010101100110001000111011000010010,False
chebyshev2,5,1,b,4,111101011100001101001001110101011101010010,False
chebyshev2,5,1,b,5,-101100011010101100110001000111011000010010,False
chebyshev2,5,1,b,6,100111100101110011000100101100000010010010,False
chebyshev2,5,1,b,7,-1111011110101011111110111100101000111010,False
chebyshev2,5,1,b,8,1000101011101101110101000111110011111010,False
chebyshev2,5,1,a,0,10000000000000000000000000000000000000000000000000,False
chebyshev2,5,1,a,1,-11110001011110011000001001101010110001001011001000,False
chebyshev2,5,1,a,2,1010001100011000100001010101010100110101110001100000,False
chebyshev2,5,1,a,3,-1011011111011100110010100100110001000011000011111010,False
chebyshev2,5,1,a,4,1111110000001110011100101011100010110001001110011101,False
chebyshev2,5,1,a,5,-1010110100111010001110100111111000010111001101010010,False
chebyshev2,5,1,a,6,1001000011000110101001010100000101101101100111011100,False
chebyshev2,5,1,a,7,-11001001111011111100000111101001011001110111111101,False
chebyshev2,5,1,a,8,1100100110110011010011011010010001010010010011100,False
chebyshev2,5,2,b,0,1001010001000100000000111010011110010010,False
chebyshev2,5,2,b,1,110110001101011111000111100101100010101,False
chebyshev2,5,2,b,2,11101110010100011010101010011010010110010,False
chebyshev2,5,2,b,3,10001000000101100001111111010000000100010,False
chebyshev2,5,2,b,4,101001111111001100011100011001011000111001,False
chebyshev2,5,2,b,5,10001000000101100001111111010000000100010,False
chebyshev2,5,2,b,6,11101110010100011010101010011010010110010,False
chebyshev2,5,2,b,7,110110001101011111000111100101100010101,False
chebyshev2,5,2,b,8,1001010001000100000000111010011110010010,False
chebyshev2,5,2,a,0,10000000000000000000000000000000000000000000000000,False
chebyshev2,5,2,a,1,1100110110110110010100110111001111000111010101100,False
chebyshev2,5,2,a,2,111111000011011001101011010111110111011110000101001,False
chebyshev2,5,2,a,3,100100001110000001111110010011011110110110001011110,False
chebyshev2,5,2,a,4,1011001011101000000100110011100010101100000001101101,False
chebyshev2,5,2,a,5,100001100101101101001111011100100010100000010010101,False
chebyshev2,5,2,a,6,110110001110110101000010111110110101111100010111111,False
chebyshev2,5,2,a,7,1010010000001100101111111110011010110010011011111,False
chebyshev2,5,2,a,8,1011110101010011101011011100010100010111000111001,False
chebyshev2,5,3,b,0,10100100011101011101000011011111110110,False
chebyshev2,5,3,b,1,1000111000100011010011101111110110000010,False
chebyshev2,5,3,b,2,10010110001110001100110011001101010011011,False
chebyshev2,5,3,b,3,11011100110111000001010010110001100000011,False
chebyshev2,5,3,b,4,11111101000101101001001111111010011111101,False
chebyshev2,5,3,b,5,11011100110111000001010010110001100000011,False
chebyshev2,5,3,b,6,10010110001110001100110011001101010011011,False
chebyshev2,5,3,b,7,1000111000100011010011101111110110000010,False
chebyshev2,5,3,b,8,10100100011101011101000011011111110110,False
chebyshev2,5,3,a,0,100000000000000000000000000000000000000000000000,False
chebyshev2,5,3,a,1,10000000100101100100000010010100110111000001111100,False
chebyshev2,5,3,a,2,100110101101011011110001001101000100111001110011000,False
chebyshev2,5,3,a,3,111011111100000111110000001000100100100101011111011,False
chebyshev2,5,3,a,4,1000011110001011110000100111101100100011100101001000,False
chebyshev2,5,3,a,5,110110011110000011110110011011110001010110111001110,False
chebyshev2,5,3,a,6,11111111101111000101000011111101100011011111011010,False
chebyshev2,5,3,a,7,1100000011111001001100101100100111010000011100010,False
chebyshev2,5,3,a,8,10101110100100100001010110001110001111000011000,False
elliptic,1,1,b,0,100000100110101001110001011100010011,False
elliptic,1,1,b,1,-100000011011010001110011100111101111100,False
elliptic,1,1,b,2,1110001000011001011010110001101111001001,False
elliptic,1,1,b,3,-11100001100100100000101001000000111110100,False
elliptic,1,1,b,4,100011001101111100011110000011110101110100,False
elliptic,1,1,b,5,-11100001100100100000101001000000111110100,False
elliptic,1,1,b,6,1110001000011001011010110001101111001001,False
elliptic,1,1,b,7,-100000011011010001110011100111101111100,False
elliptic,1,1,b,8,100000100110101001110001011100010011,False
elliptic,1,1,a,0,1000000000000000000000000000000000000000000000,False
elliptic,1,1,a,1,-111111101000101001110110011001000000110110011100,False
elliptic,1,1,a,2,11011101101011000100101001010101000000011011110100,False
elliptic,1,1,a,3,-110111001101100001110001100000011001111100110001000,False
elliptic,1,1,a,4,1000100110100110000011100100011010010000001001111010,False
elliptic,1,1,a,5,-110110111101100100100010110101011010111100011101111,False
elliptic,1,1,a,6,11011011101011001110101111000101110110001101101100,False
elliptic,1,1,a,7,-111110110001101110101010101111011100000010010101,False
elliptic,1,1,a,8,111110110110100000111000010001111011001011010,False
elliptic,1,2,b,0,100000100110101011001011100101101010,True
elliptic,1,2,b,1,-100000010100101001011100111010100010000,True
elliptic,1,2,b,2,1110000011011100011001110010100000011101,True
elliptic,1,2,b,3,-11100000000001101110000011101000100100100,True
elliptic,1,2,b,4,100010111101011111101110001100101100110000,True
elliptic,1,2,b,5,-11100000000001101110000011101000100100100,True
elliptic,1,2,b,6,1110000011011100011001110010100000011101,True
elliptic,1,2,b,7,-100000010100101001011100111010100010000,True
elliptic,1,2,b,8,100000100110101011001011100101101010,True
elliptic,1,2,a,0,1000000000000000000000000000000000000000000000,True
elliptic,1,2,a,1,-111111011101111111110010010111000101011010000010,True
elliptic,1,2,a,2,11011100101001001011010110011010100100101001110000,True
elliptic,1,2,a,3,-110110111000000000001001110011000110010010111100010,True
elliptic,1,2,a,4,1000100010110000101100110001010101010110110010001100,True
elliptic,1,2,a,5,-110110100100000010000100010001100110001111110111010,True
elliptic,1,2,a,6,11011010001001000010101010110011001110011001110100,True
elliptic,1,2,a,7,-111110011001000110010010001100011101101101011010,True
elliptic,1,2,a,8,111110100011101000010100111110000100000101001,True
elliptic,1,3,b,0,100000101000010011001110010000001110,True
elliptic,1,3,b,1,-100000001011101111000001101010000001111,True
elliptic,1,3,b,2,1101111100010100010100000111110110000010,True
elliptic,1,3,b,3,-11011101110001001000101111011001111000101,True
elliptic,1,3,b,4,100010100101010100101101100101100000100101,True
elliptic,1,3,b,5,-11011101110001001000101111011001111000101,True
elliptic,1,3,b,6,1101111100010100010100000111110110000010,True
elliptic,1,3,b,7,-100000001011101111000001101010000001111,True
elliptic,1,3,b,8,100000101000010011001110010000001110,True
elliptic,1,3,a,0,1000000000000000000000000000000000000000000000,True
elliptic,1,3,a,1,-111111001101111001001001111011001110010110011011,True
elliptic,1,3,a,2,11011011000110100001101000100111011011111110010000,True
elliptic,1,3,a,3,-110110011000000110010011010111011001110001100100110,True
elliptic,1,3,a,4,1000011101001001010010010100000101011111011110010100,True
elliptic,1,3,a,5,-110101111111001011110011110010101000111000110001101,True
elliptic,1,3,a,6,11010111111110011110001011010000110010000000111110,True
elliptic,1,3,a,7,-111101110111100111110010011101101110110111101010,True
elliptic,1,3,a,8,111110001011111101101110110111010110101101001,True
elliptic,2,1,b,0,100000101100110111101010110100100110,True
elliptic,2,1,b,1,-11111111111100110111011000011111000100,True
elliptic,2,1,b,2,1101110001111101011111001001111101111000,True
elliptic,2,1,b,3,-11011010011011111110011111011011100001111,True
elliptic,2,1,b,4,100010000001100100101001000010110110100000,True
elliptic,2,1,b,5,-11011010011011111110011111011011100001111,True
elliptic,2,1,b,6,1101110001111101011111001001111101111000,True
elliptic,2,1,b,7,-11111111111100110111011000011111000100,True
elliptic,2,1,b,8,100000101100110111101010110100100110,True
elliptic,2,1,a,0,1000000000000000000000000000000000000000000000,True
elliptic,2,1,a,1,-111110110101011000010010010100010010101111101011,True
elliptic,2,1,a,2,11011000110001110111111111011111100011100110001000,True
elliptic,2,1,a,3,-110101101000100000101111011011011011000101110111010,True
elliptic,2,1,a,4,1000010100110111001000001101111100011001010101111000,True
elliptic,2,1,a,5,-110101001001100101000110000001110100000001000010110,True
elliptic,2,1,a,6,11010100111000111101001011011000101111100110101101,True
elliptic,2,1,a,7,-111101001001101001001011100000100001000110101110,True
elliptic,2,1,a,8,111101101110010110001110001100000010000001110,True
elliptic,2,2,b,0,100000110110100110100101011001001001,True
elliptic,2,2,b,1,-11111101110111000001001010110001010110,True
elliptic,2,2,b,2,1101100010110010010111110001111001100010,True
elliptic,2,2,b,3,-11010101100000010111010101011011100110001,True
elliptic,2,2,b,4,100001001100100001111011011010101000000100,True
elliptic,2,2,b,5,-11010101100000010111010101011011100110001,True
elliptic,2,2,b,6,1101100010110010010111110001111001100010,True
elliptic,2,2,b,7,-11111101110111000001001010110001010110,True
elliptic,2,2,b,8,100000110110100110100101011001001001,True
elliptic,2,2,a,0,1000000000000000000000000000000000000000000000,True
elliptic,2,2,a,1,-111110001111110110000010001101111001000011111110,True
elliptic,2,2,a,2,11010101010000111111011111110000110000011110010000,True
elliptic,2,2,a,3,-110100100001010011001110011111110111001011101100110,True
elliptic,2,2,a,4,1000001000100110001101001000000011100101000101111001,True
elliptic,2,2,a,5,-110011111011001011100101100001110011000010101111110,True
elliptic,2,2,a,6,11010000011101001011001100010100111100001101010110,True
elliptic,2,2,a,7,-111100001001110101111011110011001110011010100010,True
elliptic,2,2,a,8,111101001001010110001000110100111101000010100,True
elliptic,2,3,b,0,1000010010010010001001100110011010010,True
elliptic,2,3,b,1,-111110101110110101000010101111110010001,True
elliptic,2,3,b,2,11010011000111000000010110001000011001001,True
elliptic,2,3,b,3,-110011100011010000011111000111000011011001,True
elliptic,2,3,b,4,111111111011111001101100100110100000000101,True
elliptic,2,3,b,5,-110011100011010000011111000111000011011001,True
elliptic,2,3,b,6,11010011000111000000010110001000011001001,True
elliptic,2,3,b,7,-111110101110110101000010101111110010001,True
elliptic,2,3,b,8,1000010010010010001001100110011010010,True
