iir_type,band,octave,filter_nb,iir_order_N,iir_order_effective,coeff_type,coeff_index,integer_bits,frac_bits,quantized_value,float_hex,binary_repr,ansi_valid_5,ansi_valid_10,ansi_valid_15,ansi_valid_20
butterworth,34,5,1,8,16,a,9,8,45,-75.21031803393248,-0x1.2cd75d9c55ff0p+6,-0b1001011001101011101011101100111000101010111111111000,True,True,True,True
butterworth,34,5,1,8,16,a,10,8,45,56.532976371725965,0x1.c443891db0d48p+5,0b111000100010000111000100100011101101100001101010010,True,True,True,True
butterworth,34,5,1,8,16,a,11,8,45,-34.37570903926337,-0x1.130173bda3950p+5,-0b100010011000000010111001110111101101000111001010100,True,True,True,True
butterworth,34,5,1,8,16,a,12,8,45,19.253193633402987,0x1.340d14c470570p+4,0b10011010000001101000101001100010001110000010101110,True,True,True,True
butterworth,34,5,1,8,16,a,13,8,45,-8.19129037755863,-0x1.061f0cff74ec0p+3,-0b1000001100001111100001100111111110111010011101100,True,True,True,True
butterworth,34,5,1,8,16,a,14,8,45,3.2154911995120017,0x1.9b9537333d6c0p+1,0b11001101110010101001101110011001100111101011011,True,True,True,True
butterworth,34,5,1,8,16,a,15,8,45,-0.7766908592827804,-0x1.8daa6c9f71800p-1,-0b110001101101010100110110010011111011100011000,True,True,True,True
butterworth,34,5,1,8,16,a,16,8,45,0.180531208822174,0x1.71ba58ae63800p-3,0b1011100011011101001011000101011100110001110,True,True,True,True
butterworth,35,5,2,8,16,b,0,6,47,1.3864930110685236e-06,0x1.742f130000000p-20,0b1011101000010111100010011000,True,True,True,True
butterworth,35,5,2,8,16,b,1,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,2,6,47,-1.1091944067231907e-05,-0x1.742f12f400000p-17,-0b1011101000010111100010010111101,True,True,True,True
butterworth,35,5,2,8,16,b,3,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,4,6,47,3.882180423175896e-05,0x1.45a9309500000p-15,0b101000101101010010011000010010101,True,True,True,True
butterworth,35,5,2,8,16,b,5,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,6,6,47,-7.764360846351792e-05,-0x1.45a9309500000p-14,-0b1010001011010100100110000100101010,True,True,True,True
butterworth,35,5,2,8,16,b,7,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,8,6,47,9.705451058295012e-05,0x1.97137cba80000p-14,0b1100101110001001101111100101110101,True,True,True,True
butterworth,35,5,2,8,16,b,9,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,10,6,47,-7.764360846351792e-05,-0x1.45a9309500000p-14,-0b1010001011010100100110000100101010,True,True,True,True
butterworth,35,5,2,8,16,b,11,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,12,6,47,3.882180423175896e-05,0x1.45a9309500000p-15,0b101000101101010010011000010010101,True,True,True,True
butterworth,35,5,2,8,16,b,13,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,14,6,47,-1.1091944067231907e-05,-0x1.742f12f400000p-17,-0b1011101000010111100010010111101,True,True,True,True
butterworth,35,5,2,8,16,b,15,6,47,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,35,5,2,8,16,b,16,6,47,1.3864930110685236e-06,0x1.742f130000000p-20,0b1011101000010111100010011000,True,True,True,True
butterworth,35,5,2,8,16,a,0,6,47,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000000,True,True,True,True
butterworth,35,5,2,8,16,a,1,6,47,1.4466267153727586,0x1.725620e00bc00p+0,0b101110010010101100010000011100000000010111100000,True,True,True,True
butterworth,35,5,2,8,16,a,2,6,47,6.7774361879166065,0x1.b1c183b6750a0p+2,0b11011000111000001100000111011011001110101000010100,True,True,True,True
butterworth,35,5,2,8,16,a,3,6,47,7.796859192093379,0x1.f2ffbdb263b70p+2,0b11111001011111111101111011011001001100011101101110,True,True,True,True
butterworth,35,5,2,8,16,a,4,6,47,19.40179423679347,0x1.366dbfcb2bfcep+4,0b1001101100110110110111111110010110010101111111100111,True,True,True,True
butterworth,35,5,2,8,16,a,5,6,47,17.986791960796168,0x1.1fc9e65df9344p+4,0b1000111111100100111100110010111011111100100110100010,True,True,True,True
butterworth,35,5,2,8,16,a,6,6,47,30.84568845127022,0x1.ed87f09d0cf7cp+4,0b1111011011000011111110000100111010000110011110111110,True,True,True,True
butterworth,35,5,2,8,16,a,7,6,47,22.997872307140113,0x1.6ff748f3cc038p+4,0b1011011111111011101001000111100111100110000000011100,True,True,True,True
butterworth,35,5,2,8,16,a,8,6,47,29.870469402768265,0x1.dded715310ef0p+4,0b1110111011110110101110001010100110001000011101111000,True,True,True,True
butterworth,35,5,2,8,16,a,9,6,47,17.583714759002092,0x1.1956e54981b44p+4,0b1000110010101011011100101010010011000000110110100010,True,True,True,True
butterworth,35,5,2,8,16,a,10,6,47,18.04573271582946,0x1.20bb523a6d844p+4,0b1001000001011101101010010001110100110110110000100010,True,True,True,True
butterworth,35,5,2,8,16,a,11,6,47,8.03135309397031,0x1.0100d83427638p+3,0b100000001000000001101100000110100001001110110001110,True,True,True,True
butterworth,35,5,2,8,16,a,12,6,47,6.6285038842761566,0x1.a839685b18010p+2,0b11010100000111001011010000101101100011000000000010,True,True,True,True
butterworth,35,5,2,8,16,a,13,6,47,2.0269238231993825,0x1.03723d660ff40p+1,0b1000000110111001000111101011001100000111111110100,True,True,True,True
butterworth,35,5,2,8,16,a,14,6,47,1.3472361452666703,0x1.58e477cfe8d20p+0,0b101011000111001000111011111001111111010001101001,True,True,True,True
butterworth,35,5,2,8,16,a,15,6,47,0.2177905672976479,0x1.be08fb1f5d900p-3,0b110111110000010001111101100011111010111011001,True,True,True,True
butterworth,35,5,2,8,16,a,16,6,47,0.11502130312005221,0x1.d72093f3e7200p-4,0b11101011100100000100100111111001111100111001,True,True,True,True
butterworth,36,5,3,9,18,b,0,11,42,1.4854090295557398e-06,0x1.8ebc880000000p-20,0b11000111010111100100010,True,True,True,True
butterworth,36,5,3,9,18,b,1,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,2,11,42,-1.336868172074901e-05,-0x1.c0941a0000000p-17,-0b11100000010010100000110100,True,True,True,True
butterworth,36,5,3,9,18,b,3,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,4,11,42,5.347472711036971e-05,0x1.c0941a2000000p-15,0b1110000001001010000011010001,True,True,True,True
butterworth,36,5,3,9,18,b,5,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,6,11,42,-0.00012477436303015565,-0x1.05abb9e000000p-13,-0b100000101101010111011100111100,True,True,True,True
butterworth,36,5,3,9,18,b,7,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,8,11,42,0.00018716154454523348,0x1.888196d000000p-13,0b110001000100000011001011011010,True,True,True,True
butterworth,36,5,3,9,18,b,9,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,10,11,42,-0.00018716154454523348,-0x1.888196d000000p-13,-0b110001000100000011001011011010,True,True,True,True
butterworth,36,5,3,9,18,b,11,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,12,11,42,0.00012477436303015565,0x1.05abb9e000000p-13,0b100000101101010111011100111100,True,True,True,True
butterworth,36,5,3,9,18,b,13,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,14,11,42,-5.347472711036971e-05,-0x1.c0941a2000000p-15,-0b1110000001001010000011010001,True,True,True,True
butterworth,36,5,3,9,18,b,15,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,16,11,42,1.336868172074901e-05,0x1.c0941a0000000p-17,0b11100000010010100000110100,True,True,True,True
butterworth,36,5,3,9,18,b,17,11,42,0.0,0x0.0p+0,0b0,True,True,True,True
butterworth,36,5,3,9,18,b,18,11,42,-1.4854090295557398e-06,-0x1.8ebc880000000p-20,-0b11000111010111100100010,True,True,True,True
butterworth,36,5,3,9,18,a,0,11,42,1.0,0x1.0000000000000p+0,0b1000000000000000000000000000000000000000000,True,True,True,True
butterworth,36,5,3,9,18,a,1,11,42,7.913265920566118,0x1.fa72f2e758800p+2,0b111111010011100101111001011100111010110001000,True,True,True,True
butterworth,36,5,3,9,18,a,2,11,42,33.93283698400387,0x1.0f76733c965e0p+5,0b100001111011101100111001100111100100101100101111,True,True,True,True
butterworth,36,5,3,9,18,a,3,11,42,100.30269607612081,0x1.9135f5f5ce440p+6,0b1100100010011010111110101111101011100111001000100,True,True,True,True
butterworth,36,5,3,9,18,a,4,11,42,225.94226236017926,0x1.c3e270364a718p+7,0b11100001111100010011100000011011001001010011100011,True,True,True,True
butterworth,36,5,3,9,18,a,5,11,42,407.8239653266485,0x1.97d2ef6442fe4p+8,0b110010111110100101110111101100100010000101111111001,True,True,True,True
butterworth,36,5,3,9,18,a,6,11,42,607.9265821811471,0x1.2ff69a3eb28aap+9,0b1001011111111011010011010001111101011001010001010101,True,True,True,True
butterworth,36,5,3,9,18,a,7,11,42,762.1135852321729,0x1.7d0e89f5fcbeep+9,0b1011111010000111010001001111101011111110010111110111,True,True,True,True
butterworth,36,5,3,9,18,a,8,11,42,812.6146367007841,0x1.964eac6a58650p+9,0b1100101100100111010101100011010100101100001100101000,True,True,True,True
butterworth,36,5,3,9,18,a,9,11,42,741.3331537990175,0x1.72aaa4c89fa8cp+9,0b1011100101010101010100100110010001001111110101000110,True,True,True,True
butterworth,36,5,3,9,18,a,10,11,42,579.7675050488951,0x1.21e23d9afe428p+9,0b1001000011110001000111101100110101111111001000010100,True,True,True,True
butterworth,36,5,3,9,18,a,11,11,42,387.8701120089386,0x1.83debfa91e3f8p+8,0b110000011110111101011111110101001000111100011111110,True,True,True,True
butterworth,36,5,3,9,18,a,12,11,42,220.63699024928155,0x1.b946239601120p+7,0b11011100101000110001000111001011000000001000100100,True,True,True,True
butterworth,36,5,3,9,18,a,13,11,42,105.50335638868887,0x1.a6036fdb6e9b0p+6,0b1101001100000001101101111110110110110111010011011,True,True,True,True
butterworth,36,5,3,9,18,a,14,11,42,41.642504166502704,0x1.4d23d93975620p+5,0b101001101001000111101100100111001011101010110001,True,True,True,True
butterworth,36,5,3,9,18,a,15,11,42,13.163581059242915,0x1.a53c0e5876300p+3,0b1101001010011110000001110010110000111011000110,True,True,True,True
butterworth,36,5,3,9,18,a,16,11,42,3.1703292847255398,0x1.95cd5999b9400p+1,0b11001010111001101010110011001100110111001010,True,True,True,True
butterworth,36,5,3,9,18,a,17,11,42,0.5264351028681631,0x1.0d88e6dc92000p-1,0b100001101100010001110011011011100100100100,True,True,True,True
butterworth,36,5,3,9,18,a,18,11,42,0.047526061017833854,0x1.85555fb8f0000p-5,0b11000010101010101010111111011100011110,True,True,True,True
chebyshev1,22,1,1,5,10,b,0,9,44,9.663381206337363e-12,0x1.5400000000000p-37,0b10101010,False,False,False,False
chebyshev1,22,1,1,5,10,b,1,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,22,1,1,5,10,b,2,9,44,-4.831690603168681e-11,-0x1.a900000000000p-35,-0b1101010010,False,False,False,False
chebyshev1,22,1,1,5,10,b,3,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,22,1,1,5,10,b,4,9,44,9.657696864451282e-11,0x1.a8c0000000000p-34,0b11010100011,False,False,False,False
chebyshev1,22,1,1,5,10,b,5,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,22,1,1,5,10,b,6,9,44,-9.657696864451282e-11,-0x1.a8c0000000000p-34,-0b11010100011,False,False,False,False
chebyshev1,22,1,1,5,10,b,7,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,22,1,1,5,10,b,8,9,44,4.831690603168681e-11,0x1.a900000000000p-35,0b1101010010,False,False,False,False
chebyshev1,22,1,1,5,10,b,9,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,22,1,1,5,10,b,10,9,44,-9.663381206337363e-12,-0x1.5400000000000p-37,-0b10101010,False,False,False,False
chebyshev1,22,1,1,5,10,a,0,9,44,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000,False,False,False,False
chebyshev1,22,1,1,5,10,a,1,9,44,-9.94773770954356,-0x1.3e53de08759e0p+3,-0b100111110010100111101111000001000011101011001111,False,False,False,False
chebyshev1,22,1,1,5,10,a,2,9,44,44.565133551668055,0x1.648564bd524b0p+5,0b10110010010000101011001001011110101010010010010110,False,False,False,False
chebyshev1,22,1,1,5,10,a,3,9,44,-118.40106843323912,-0x1.d99ab1aef0e14p+6,-0b111011001100110101011000110101110111100001110000101,False,False,False,False
chebyshev1,22,1,1,5,10,a,4,9,44,206.59419962394833,0x1.9d303aeee04eap+7,0b1100111010011000000111010111011101110000001001110101,False,False,False,False
chebyshev1,22,1,1,5,10,a,5,9,44,-247.3752733990753,-0x1.eec023d5c02cap+7,-0b1111011101100000000100011110101011100000000101100101,False,False,False,False
chebyshev1,22,1,1,5,10,a,6,9,44,205.85637392514184,0x1.9bb676a4a3434p+7,0b1100110111011011001110110101001001010001101000011010,False,False,False,False
chebyshev1,22,1,1,5,10,a,7,9,44,-117.55687025109233,-0x1.d63a3c31f23a4p+6,-0b111010110001110100011110000110001111100100011101001,False,False,False,False
chebyshev1,22,1,1,5,10,a,8,9,44,44.08936203991669,0x1.60b70371f7918p+5,0b10110000010110111000000110111000111110111100100011,False,False,False,False
chebyshev1,22,1,1,5,10,a,9,9,44,-9.806389770105454,-0x1.39cdf1eb4dd20p+3,-0b100111001110011011111000111101011010011011101001,False,False,False,False
chebyshev1,22,1,1,5,10,a,10,9,44,0.9822704223953451,0x1.f6ec261808400p-1,0b11111011011101100001001100001100000001000010,False,False,False,False
chebyshev1,23,1,2,5,10,b,0,9,44,3.058175934711471e-11,0x1.0d00000000000p-35,0b1000011010,False,False,False,False
chebyshev1,23,1,2,5,10,b,1,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,23,1,2,5,10,b,2,9,44,-1.5296564015443437e-10,-0x1.5060000000000p-33,-0b101010000011,False,False,False,False
chebyshev1,23,1,2,5,10,b,3,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,23,1,2,5,10,b,4,9,44,3.0593128030886874e-10,0x1.5060000000000p-32,0b1010100000110,False,False,False,False
chebyshev1,23,1,2,5,10,b,5,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,23,1,2,5,10,b,6,9,44,-3.0593128030886874e-10,-0x1.5060000000000p-32,-0b1010100000110,False,False,False,False
chebyshev1,23,1,2,5,10,b,7,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,23,1,2,5,10,b,8,9,44,1.5296564015443437e-10,0x1.5060000000000p-33,0b101010000011,False,False,False,False
chebyshev1,23,1,2,5,10,b,9,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,23,1,2,5,10,b,10,9,44,-3.058175934711471e-11,-0x1.0d00000000000p-35,-0b1000011010,False,False,False,False
chebyshev1,23,1,2,5,10,a,0,9,44,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000,False,False,False,False
chebyshev1,23,1,2,5,10,a,1,9,44,-9.922940935170857,-0x1.3d88bb6d965a0p+3,-0b100111101100010001011101101101101100101100101101,False,False,False,False
chebyshev1,23,1,2,5,10,a,2,9,44,44.36340549877684,0x1.62e8412463770p+5,0b10110001011101000010000010010010001100011011101110,False,False,False,False
chebyshev1,23,1,2,5,10,a,3,9,44,-117.6779881299239,-0x1.d6b642853465cp+6,-0b111010110101101100100001010000101001101000110010111,False,False,False,False
chebyshev1,23,1,2,5,10,a,4,9,44,205.09886115028985,0x1.9a329dedbeae0p+7,0b1100110100011001010011101111011011011111010101110000,False,False,False,False
chebyshev1,23,1,2,5,10,a,5,9,44,-245.4155114231147,-0x1.ead4bde9cac8cp+7,-0b1111010101101010010111101111010011100101011001000110,False,False,False,False
chebyshev1,23,1,2,5,10,a,6,9,44,204.1764108754591,0x1.985a5286b982ep+7,0b1100110000101101001010010100001101011100110000010111,False,False,False,False
chebyshev1,23,1,2,5,10,a,7,9,44,-116.62183671671261,-0x1.d27cc2c3a6ee4p+6,-0b111010010011111001100001011000011101001101110111001,False,False,False,False
chebyshev1,23,1,2,5,10,a,8,9,44,43.76751237387339,0x1.5e23dd87087e0p+5,0b10101111000100011110111011000011100001000011111100,False,False,False,False
chebyshev1,23,1,2,5,10,a,9,9,44,-9.745626548797759,-0x1.37dc2c3543b40p+3,-0b100110111110111000010110000110101010000111011010,False,False,False,False
chebyshev1,23,1,2,5,10,a,10,9,44,0.9777138554649127,0x1.f496e91422c00p-1,0b11111010010010110111010010001010000100010110,False,False,False,False
chebyshev1,24,1,3,5,10,b,0,9,44,9.686118573881686e-11,0x1.aa00000000000p-34,0b11010101000,False,False,False,False
chebyshev1,24,1,3,5,10,b,1,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,24,1,3,5,10,b,2,9,44,-4.841922418563627e-10,-0x1.0a30000000000p-31,-0b10000101000110,False,False,False,False
chebyshev1,24,1,3,5,10,b,3,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,24,1,3,5,10,b,4,9,44,9.683844837127253e-10,0x1.0a30000000000p-30,0b100001010001100,False,False,False,False
chebyshev1,24,1,3,5,10,b,5,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,24,1,3,5,10,b,6,9,44,-9.683844837127253e-10,-0x1.0a30000000000p-30,-0b100001010001100,False,False,False,False
chebyshev1,24,1,3,5,10,b,7,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,24,1,3,5,10,b,8,9,44,4.841922418563627e-10,0x1.0a30000000000p-31,0b10000101000110,False,False,False,False
chebyshev1,24,1,3,5,10,b,9,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,24,1,3,5,10,b,10,9,44,-9.686118573881686e-11,-0x1.aa00000000000p-34,-0b11010101000,False,False,False,False
chebyshev1,24,1,3,5,10,a,0,9,44,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000,False,False,False,False
chebyshev1,24,1,3,5,10,a,1,9,44,-9.885154643860744,-0x1.3c532fd4e91a0p+3,-0b100111100010100110010111111010100111010010001101,False,False,False,False
chebyshev1,24,1,3,5,10,a,2,9,44,44.05817336076848,0x1.607723984ffe0p+5,0b10110000001110111001000111001100001001111111111100,False,False,False,False
chebyshev1,24,1,3,5,10,a,3,9,44,-116.59179508062141,-0x1.d25dff8794cf8p+6,-0b111010010010111011111111110000111100101001100111110,False,False,False,False
chebyshev1,24,1,3,5,10,a,4,9,44,202.86994614948935,0x1.95bd6994eaad0p+7,0b1100101011011110101101001100101001110101010101101000,False,False,False,False
chebyshev1,24,1,3,5,10,a,5,9,44,-242.51999668524485,-0x1.e50a3d016a4f6p+7,-0b1111001010000101000111101000000010110101001001111011,False,False,False,False
chebyshev1,24,1,3,5,10,a,6,9,44,201.72102421127505,0x1.93712a15de19ep+7,0b1100100110111000100101010000101011101111000011001111,False,False,False,False
chebyshev1,24,1,3,5,10,a,7,9,44,-115.27494095625684,-0x1.cd198a1f3dd10p+6,-0b111001101000110011000101000011111001111011101000100,False,False,False,False
chebyshev1,24,1,3,5,10,a,8,9,44,43.313862437182024,0x1.5a82ca4f391e0p+5,0b10101101010000010110010100100111100111001000111100,False,False,False,False
chebyshev1,24,1,3,5,10,a,9,9,44,-9.663121838827522,-0x1.35384b4a60e20p+3,-0b100110101001110000100101101001010011000001110001,False,False,False,False
chebyshev1,24,1,3,5,10,a,10,9,44,0.9720030475424437,0x1.f1aa62299d400p-1,0b11111000110101010011000100010100110011101010,False,False,False,False
chebyshev1,25,2,1,5,10,b,0,9,44,3.063291842408944e-10,0x1.50d0000000000p-32,0b1010100001101,False,False,False,False
chebyshev1,25,2,1,5,10,b,1,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,25,2,1,5,10,b,2,9,44,-1.5317027646233328e-09,-0x1.a508000000000p-30,-0b110100101000010,False,False,False,False
chebyshev1,25,2,1,5,10,b,3,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,25,2,1,5,10,b,4,9,44,3.0633486858278047e-09,0x1.a506000000000p-29,0b1101001010000011,False,False,False,False
chebyshev1,25,2,1,5,10,b,5,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,25,2,1,5,10,b,6,9,44,-3.0633486858278047e-09,-0x1.a506000000000p-29,-0b1101001010000011,False,False,False,False
chebyshev1,25,2,1,5,10,b,7,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,25,2,1,5,10,b,8,9,44,1.5317027646233328e-09,0x1.a508000000000p-30,0b110100101000010,False,False,False,False
chebyshev1,25,2,1,5,10,b,9,9,44,0.0,0x0.0p+0,0b0,False,False,False,False
chebyshev1,25,2,1,5,10,b,10,9,44,-3.063291842408944e-10,-0x1.50d0000000000p-32,-0b1010100001101,False,False,False,False
chebyshev1,25,2,1,5,10,a,0,9,44,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000,False,False,False,False
chebyshev1,25,2,1,5,10,a,1,9,44,-9.827212384451911,-0x1.3a78861b42260p+3,-0b100111010011110001000011000011011010000100010011,False,False,False,False
chebyshev1,25,2,1,5,10,a,2,9,44,43.59393382435769,0x1.5cc060607cd60p+5,0b10101110011000000011000000110000001111100110101100,False,False,False,False
chebyshev1,25,2,1,5,10,a,3,9,44,-114.95257282458789,-0x1.cbcf6f4022a74p+6,-0b111001011110011110110111101000000001000101010011101,False,False,False,False
chebyshev1,25,2,1,5,10,a,4,9,44,199.53214556401014,0x1.8f10756224452p+7,0b1100011110001000001110101011000100010010001000101001,False,False,False,False
chebyshev1,25,2,1,5,10,a,5,9,44,-238.21959077398378,-0x1.dc706e33b1870p+7,-0b1110111000111000001101110001100111011000110000111000,False,False,False,False
chebyshev1,25,2,1,5,10,a,6,9,44,198.10944015214102,0x1.8c38088a24a14p+7,0b1100011000011100000001000100010100010010010100001010,False,False,False,False
chebyshev1,25,2,1,5,10,a,7,9,44,-113.31915516300455,-0x1.c546d09c6dd10p+6,-0b111000101010001101101000010011100011011011101000100,False,False,False,False
chebyshev1,25,2,1,5,10,a,8,9,44,42.668079873198735,0x1.55583a42b4090p+5,0b10101010101011000001110100100001010110100000010010,False,False,False,False
chebyshev1,25,2,1,5,10,a,9,9,44,-9.549923651399865,-0x1.3198f97c41e60p+3,-0b100110001100110001111100101111100010000011110011,False,False,False,False
chebyshev1,25,2,1,5,10,a,10,9,44,0.9648553981813279,0x1.ee0186d91da00p-1,0b11110111000000001100001101101100100011101101,False,False,False,False
chebyshev1,26,2,2,5,10,b,0,9,44,9.681571100372821e-10,0x1.0a20000000000p-30,0b100001010001000,True,True,True,True
chebyshev1,26,2,2,5,10,b,1,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,26,2,2,5,10,b,2,9,44,-4.840671863348689e-09,-0x1.4ca6000000000p-28,-0b10100110010100110,True,True,True,True
chebyshev1,26,2,2,5,10,b,3,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,26,2,2,5,10,b,4,9,44,9.681343726697378e-09,0x1.4ca6000000000p-27,0b101001100101001100,True,True,True,True
chebyshev1,26,2,2,5,10,b,5,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,26,2,2,5,10,b,6,9,44,-9.681343726697378e-09,-0x1.4ca6000000000p-27,-0b101001100101001100,True,True,True,True
chebyshev1,26,2,2,5,10,b,7,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,26,2,2,5,10,b,8,9,44,4.840671863348689e-09,0x1.4ca6000000000p-28,0b10100110010100110,True,True,True,True
chebyshev1,26,2,2,5,10,b,9,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,26,2,2,5,10,b,10,9,44,-9.681571100372821e-10,-0x1.0a20000000000p-30,-0b100001010001000,True,True,True,True
chebyshev1,26,2,2,5,10,a,0,9,44,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000,True,True,True,True
chebyshev1,26,2,2,5,10,a,1,9,44,-9.73793046124564,-0x1.379d2057b8b60p+3,-0b100110111100111010010000001010111101110001011011,True,True,True,True
chebyshev1,26,2,2,5,10,a,2,9,44,42.88589964032025,0x1.5716528cf5b58p+5,0b10101011100010110010100101000110011110101101101011,True,True,True,True
chebyshev1,26,2,2,5,10,a,3,9,44,-112.47502276446238,-0x1.c1e66c5e18e2cp+6,-0b111000001111001100110110001011110000110001110001011,True,True,True,True
chebyshev1,26,2,2,5,10,a,4,9,44,194.52841864491756,0x1.850e8ce37d090p+7,0b1100001010000111010001100111000110111110100001001000,True,True,True,True
chebyshev1,26,2,2,5,10,a,5,9,44,-231.82314457825453,-0x1.cfa57334c6f74p+7,-0b1110011111010010101110011001101001100011011110111010,True,True,True,True
chebyshev1,26,2,2,5,10,a,6,9,44,192.78245702847926,0x1.81909e3527b00p+7,0b1100000011001000010011110001101010010011110110000000,True,True,True,True
chebyshev1,26,2,2,5,10,a,7,9,44,-110.46509449468857,-0x1.b9dc41bb30f2cp+6,-0b110111001110111000100000110111011001100001111001011,True,True,True,True
chebyshev1,26,2,2,5,10,a,8,9,44,41.74151132447594,0x1.4dee9d7d41e70p+5,0b10100110111101110100111010111110101000001111001110,True,True,True,True
chebyshev1,26,2,2,5,10,a,9,9,44,-9.393019005488782,-0x1.2c939c97e8fc0p+3,-0b100101100100100111001110010010111111010001111110,True,True,True,True
chebyshev1,26,2,2,5,10,a,10,9,44,0.9559248100764535,0x1.e96efa096d400p-1,0b11110100101101110111110100000100101101101010,True,True,True,True
chebyshev1,27,2,3,5,10,b,0,9,44,3.056129571632482e-09,0x1.a408000000000p-29,0b1101001000000100,True,True,True,True
chebyshev1,27,2,3,5,10,b,1,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,27,2,3,5,10,b,2,9,44,-1.528053417132469e-08,-0x1.0684800000000p-26,-0b1000001101000010010,True,True,True,True
chebyshev1,27,2,3,5,10,b,3,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,27,2,3,5,10,b,4,9,44,3.056106834264938e-08,0x1.0684800000000p-25,0b10000011010000100100,True,True,True,True
chebyshev1,27,2,3,5,10,b,5,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,27,2,3,5,10,b,6,9,44,-3.056106834264938e-08,-0x1.0684800000000p-25,-0b10000011010000100100,True,True,True,True
chebyshev1,27,2,3,5,10,b,7,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,27,2,3,5,10,b,8,9,44,1.528053417132469e-08,0x1.0684800000000p-26,0b1000001101000010010,True,True,True,True
chebyshev1,27,2,3,5,10,b,9,9,44,0.0,0x0.0p+0,0b0,True,True,True,True
chebyshev1,27,2,3,5,10,b,10,9,44,-3.056129571632482e-09,-0x1.a408000000000p-29,-0b1101001000000100,True,True,True,True
chebyshev1,27,2,3,5,10,a,0,9,44,1.0,0x1.0000000000000p+0,0b100000000000000000000000000000000000000000000,True,True,True,True
chebyshev1,27,2,3,5,10,a,1,9,44,-9.599896787072282,-0x1.33325abf2e6e0p+3,-0b100110011001100100101101010111111001011100110111,True,True,True,True
